Numero;Sexo;Estado Civil;Edad;Grado Academico;Estado Academico;Provincia;Partido Politico;Genero;Respuesta
1633;M;C;45;Universitaria;Completa;Alajuela;Movimiento Libertario;Metrosexual;N
1634;M;C;21;No;Aplica;Heredia;Partido Integración Nacional;Antrosexual;N
1635;M;C;56;No;Aplica;Puntarenas;Republicano Social Cristiano;Antrosexual;N
1636;F;D;30;Universitaria;Incompleta;San José;Unidad Social Cristiana;Asexual;S
1637;M;U;58;No;Aplica;Heredia;Liberación Nacional;Hetrosexual;N
1638;M;U;40;Educación;Técnica;Guanacaste;Renovación Costarricense;Hetrosexual;N
1639;F;V;51;Universitaria;Completa;San José;Liberación Nacional;Homosexual;N
1640;F;D;51;Primaria;Incompleta;Puntarenas;Renovación Costarricense;Transexual;N
1641;M;U;56;No;Aplica;San José;Renovación Costarricense;Bisexual;N
1642;F;D;46;Secundaria;Incompleta;Guanacaste;Renovación Costarricense;Demisexual;N
1643;M;V;22;Secundaria;Completa;Alajuela;Partido Integración Nacional;Bisexual;N
1644;F;C;24;Educación;Técnica;Cartago;Republicano Social Cristiano;Graysexual;N
1645;F;C;40;Universitaria;Incompleta;Cartago;Republicano Social Cristiano;Transexual;N
1646;F;U;56;No;Aplica;Guanacaste;Accesibilidad sin Exclusión;Demisexual;N
1647;M;S;42;Universitaria;Completa;Alajuela;Liberación Nacional;Asexual;S
1648;M;S;46;No;Aplica;Heredia;Liberación Nacional;Hetrosexual;S
1649;M;V;53;Educación;Técnica;Heredia;Acción Ciudadana;Metrosexual;N
1650;M;U;46;Secundaria;Incompleta;Heredia;Republicano Social Cristiano;Hetrosexual;S
1651;F;U;32;Secundaria;Completa;Heredia;Republicano Social Cristiano;Transexual;S
1652;F;C;40;Primaria;Incompleta;Guanacaste;Liberación Nacional;Hetrosexual;N
1653;M;S;42;No;Aplica;Puntarenas;Accesibilidad sin Exclusión;Hetrosexual;S
1654;F;D;29;Educación;Técnica;Limón;Republicano Social Cristiano;Graysexual;N
1655;M;S;30;Universitaria;Incompleta;Heredia;Republicano Social Cristiano;Hetrosexual;N
1656;M;U;61;Primaria;Completa;Puntarenas;Movimiento Libertario;Transexual;N
1657;M;V;64;Universitaria;Completa;Puntarenas;Accesibilidad sin Exclusión;Graysexual;N
1658;M;U;38;Educación;Técnica;Heredia;Movimiento Libertario;Metrosexual;S
1659;M;U;44;Primaria;Completa;Guanacaste;Unidad Social Cristiana;Asexual;S
1660;M;C;34;Universitaria;Completa;Heredia;Accesibilidad sin Exclusión;Demisexual;N
1661;M;C;38;Universitaria;Incompleta;Limón;Movimiento Libertario;Transexual;N
1662;F;S;49;Primaria;Incompleta;Guanacaste;Accesibilidad sin Exclusión;Hetrosexual;N
1663;F;V;48;Secundaria;Completa;Heredia;Liberación Nacional;Asexual;N
1664;M;U;62;Primaria;Completa;San José;Liberación Nacional;Hetrosexual;S
1665;F;V;45;Universitaria;Completa;Guanacaste;Frente Amplio;Pansexual;N
1666;F;D;27;Educación;Técnica;Guanacaste;Partido Integración Nacional;Hetrosexual;S
1667;F;C;58;Primaria;Completa;Puntarenas;Liberación Nacional;Metrosexual;S
1668;F;V;37;Secundaria;Incompleta;Cartago;Accesibilidad sin Exclusión;Metrosexual;S
1669;M;C;51;Secundaria;Incompleta;Heredia;Republicano Social Cristiano;Demisexual;S
1670;F;D;38;Secundaria;Incompleta;Puntarenas;Republicano Social Cristiano;Hetrosexual;S
1671;F;C;31;Universitaria;Completa;Puntarenas;Partido Integración Nacional;Asexual;S
1672;M;D;37;Educación;Técnica;Cartago;Movimiento Libertario;Pansexual;N
1673;M;D;35;Primaria;Completa;Heredia;Movimiento Libertario;Transexual;N
1674;M;C;36;Secundaria;Completa;Heredia;Accesibilidad sin Exclusión;Transexual;N
1675;M;S;40;Primaria;Incompleta;Limón;Acción Ciudadana;Homosexual;N
1676;M;C;37;Primaria;Incompleta;Limón;Republicano Social Cristiano;Metrosexual;S
1677;M;U;39;Secundaria;Completa;Guanacaste;Movimiento Libertario;Graysexual;N
1678;M;D;30;Universitaria;Incompleta;Alajuela;Acción Ciudadana;Antrosexual;S
1679;M;C;56;No;Aplica;Cartago;Liberación Nacional;Pansexual;S
1680;M;U;25;Secundaria;Completa;Puntarenas;Frente Amplio;Pansexual;S
1681;F;V;61;Primaria;Completa;Puntarenas;Renovación Costarricense;Asexual;S
1682;F;C;18;Primaria;Incompleta;Puntarenas;Republicano Social Cristiano;Asexual;S
1683;M;D;24;Educación;Técnica;Heredia;Liberación Nacional;Homosexual;N
1684;F;C;44;Primaria;Incompleta;Guanacaste;Frente Amplio;Demisexual;S
1685;M;S;48;Universitaria;Completa;San José;Renovación Costarricense;Transexual;S
1686;F;U;54;Primaria;Incompleta;Limón;Acción Ciudadana;Homosexual;N
1687;F;C;42;Secundaria;Completa;Cartago;Renovación Costarricense;Pansexual;S
1688;F;C;23;No;Aplica;Guanacaste;Republicano Social Cristiano;Bisexual;S
1689;F;C;26;No;Aplica;Heredia;Partido Integración Nacional;Hetrosexual;N
1690;F;C;36;Secundaria;Incompleta;Puntarenas;Accesibilidad sin Exclusión;Asexual;N
1691;F;D;41;No;Aplica;Guanacaste;Frente Amplio;Transexual;S
1692;F;S;59;Educación;Técnica;Cartago;Renovación Costarricense;Transexual;S
1693;M;U;18;Secundaria;Completa;Heredia;Unidad Social Cristiana;Demisexual;S
1694;M;S;42;Universitaria;Incompleta;Puntarenas;Accesibilidad sin Exclusión;Asexual;N
1695;F;V;22;Primaria;Completa;Puntarenas;Unidad Social Cristiana;Metrosexual;S
1696;F;V;19;Educación;Técnica;Guanacaste;Republicano Social Cristiano;Asexual;N
1697;M;D;39;Universitaria;Completa;San José;Renovación Costarricense;Bisexual;N
1698;M;V;30;Secundaria;Completa;San José;Unidad Social Cristiana;Asexual;N
1699;F;S;40;Secundaria;Completa;Limón;Unidad Social Cristiana;Asexual;N
1700;F;V;40;Secundaria;Completa;Limón;Republicano Social Cristiano;Antrosexual;S
1701;F;C;64;Secundaria;Completa;Limón;Frente Amplio;Hetrosexual;S
1702;F;S;53;Educación;Técnica;Puntarenas;Liberación Nacional;Graysexual;N
1703;M;U;28;Universitaria;Completa;Limón;Unidad Social Cristiana;Transexual;S
1704;F;S;44;Secundaria;Incompleta;San José;Liberación Nacional;Antrosexual;N
1705;F;C;57;Educación;Técnica;San José;Republicano Social Cristiano;Metrosexual;N
1706;F;V;29;Secundaria;Incompleta;Puntarenas;Accesibilidad sin Exclusión;Bisexual;S
1707;M;U;52;Educación;Técnica;Guanacaste;Renovación Costarricense;Bisexual;S
1708;F;D;34;Secundaria;Incompleta;Guanacaste;Liberación Nacional;Graysexual;N
1709;M;D;42;Secundaria;Incompleta;Puntarenas;Unidad Social Cristiana;Antrosexual;S
1710;M;V;27;Educación;Técnica;Alajuela;Movimiento Libertario;Asexual;S
1711;M;C;32;Universitaria;Completa;San José;Partido Integración Nacional;Demisexual;N
1712;F;V;41;Educación;Técnica;Puntarenas;Movimiento Libertario;Transexual;N
1713;F;S;28;Secundaria;Incompleta;Cartago;Unidad Social Cristiana;Metrosexual;N
1714;F;U;51;No;Aplica;San José;Acción Ciudadana;Antrosexual;S
1715;F;D;56;No;Aplica;Alajuela;Unidad Social Cristiana;Graysexual;S
1716;M;S;41;Secundaria;Incompleta;Heredia;Renovación Costarricense;Antrosexual;S
1717;M;U;21;Secundaria;Completa;Guanacaste;Frente Amplio;Asexual;S
1718;M;D;64;Educación;Técnica;Cartago;Partido Integración Nacional;Bisexual;N
1719;M;D;50;Educación;Técnica;Alajuela;Republicano Social Cristiano;Homosexual;N
1720;M;C;48;Secundaria;Incompleta;Heredia;Frente Amplio;Transexual;N
1721;F;D;47;Primaria;Completa;Heredia;Renovación Costarricense;Metrosexual;S
1722;F;U;37;No;Aplica;Limón;Accesibilidad sin Exclusión;Homosexual;N
1723;F;C;18;Universitaria;Incompleta;Alajuela;Movimiento Libertario;Hetrosexual;S
1724;M;V;63;Secundaria;Completa;Heredia;Unidad Social Cristiana;Graysexual;S
1725;M;S;43;Primaria;Completa;Cartago;Movimiento Libertario;Hetrosexual;S
1726;M;S;24;Universitaria;Incompleta;Cartago;Frente Amplio;Metrosexual;N
1727;F;C;27;Primaria;Completa;Limón;Republicano Social Cristiano;Transexual;N
1728;M;C;55;No;Aplica;San José;Accesibilidad sin Exclusión;Homosexual;N
1729;M;S;60;Universitaria;Incompleta;San José;Movimiento Libertario;Hetrosexual;N
1730;M;V;49;Secundaria;Completa;Puntarenas;Liberación Nacional;Asexual;S
1731;M;U;21;Secundaria;Completa;Guanacaste;Republicano Social Cristiano;Homosexual;N
1732;F;D;55;Primaria;Incompleta;Alajuela;Republicano Social Cristiano;Homosexual;S
1733;F;U;48;No;Aplica;Cartago;Acción Ciudadana;Pansexual;S
1734;F;V;34;Universitaria;Incompleta;Heredia;Acción Ciudadana;Transexual;N
1735;F;C;29;Educación;Técnica;Heredia;Republicano Social Cristiano;Demisexual;S
1736;M;S;26;Educación;Técnica;Puntarenas;Partido Integración Nacional;Pansexual;N
1737;F;D;39;Secundaria;Incompleta;San José;Acción Ciudadana;Metrosexual;N
1738;F;V;54;No;Aplica;Limón;Partido Integración Nacional;Homosexual;S
1739;F;U;31;Primaria;Completa;San José;Accesibilidad sin Exclusión;Demisexual;S
1740;F;D;47;Universitaria;Completa;Guanacaste;Accesibilidad sin Exclusión;Antrosexual;N
1741;M;S;40;Primaria;Completa;Heredia;Movimiento Libertario;Metrosexual;S
1742;F;C;35;Secundaria;Completa;Puntarenas;Republicano Social Cristiano;Asexual;N
1743;F;C;51;Universitaria;Incompleta;Cartago;Accesibilidad sin Exclusión;Demisexual;N
1744;M;D;60;Secundaria;Completa;Cartago;Movimiento Libertario;Pansexual;S
1745;F;C;34;Secundaria;Incompleta;San José;Renovación Costarricense;Antrosexual;S
1746;M;S;27;Primaria;Incompleta;Cartago;Unidad Social Cristiana;Asexual;S
1747;M;C;37;Universitaria;Incompleta;Heredia;Unidad Social Cristiana;Pansexual;S
1748;F;S;51;Secundaria;Incompleta;San José;Unidad Social Cristiana;Demisexual;N
1749;M;S;62;Educación;Técnica;Heredia;Liberación Nacional;Bisexual;S
1750;F;V;42;Secundaria;Completa;Limón;Accesibilidad sin Exclusión;Hetrosexual;N
1751;F;S;63;Primaria;Incompleta;Limón;Renovación Costarricense;Bisexual;N
1752;F;U;55;Primaria;Completa;Alajuela;Liberación Nacional;Pansexual;N
1753;M;D;45;Universitaria;Completa;Cartago;Partido Integración Nacional;Pansexual;S
1754;M;V;21;No;Aplica;Guanacaste;Frente Amplio;Graysexual;S
1755;F;C;54;Universitaria;Incompleta;Limón;Frente Amplio;Transexual;N
1756;M;V;55;Primaria;Completa;Guanacaste;Movimiento Libertario;Transexual;N
1757;M;V;33;Secundaria;Incompleta;Puntarenas;Renovación Costarricense;Antrosexual;S
1758;M;C;63;Primaria;Incompleta;Puntarenas;Renovación Costarricense;Homosexual;N
1759;F;D;19;Secundaria;Completa;Alajuela;Unidad Social Cristiana;Asexual;S
1760;M;U;37;Primaria;Completa;San José;Movimiento Libertario;Metrosexual;N
1761;M;U;48;Secundaria;Incompleta;Alajuela;Partido Integración Nacional;Bisexual;S
1762;M;C;29;Primaria;Completa;Cartago;Partido Integración Nacional;Pansexual;N
1763;M;U;59;No;Aplica;Cartago;Frente Amplio;Pansexual;N
1764;F;C;21;Secundaria;Completa;Guanacaste;Movimiento Libertario;Metrosexual;N
1765;M;D;27;Universitaria;Incompleta;Heredia;Accesibilidad sin Exclusión;Pansexual;N
1766;F;V;61;Secundaria;Completa;Alajuela;Liberación Nacional;Asexual;S
1767;F;S;60;Educación;Técnica;San José;Unidad Social Cristiana;Graysexual;S
1768;F;V;49;Universitaria;Incompleta;Limón;Republicano Social Cristiano;Hetrosexual;N
1769;M;V;37;Educación;Técnica;San José;Accesibilidad sin Exclusión;Metrosexual;N
1770;F;V;58;Universitaria;Incompleta;Cartago;Republicano Social Cristiano;Antrosexual;S
1771;F;C;55;Primaria;Incompleta;Puntarenas;Republicano Social Cristiano;Demisexual;N
1772;M;C;60;Universitaria;Incompleta;Guanacaste;Accesibilidad sin Exclusión;Asexual;N
1773;M;S;29;Secundaria;Completa;Limón;Movimiento Libertario;Pansexual;S
1774;F;D;52;Educación;Técnica;Limón;Renovación Costarricense;Transexual;N
1775;M;S;62;No;Aplica;Cartago;Renovación Costarricense;Graysexual;N
1776;M;D;59;Universitaria;Completa;Guanacaste;Accesibilidad sin Exclusión;Asexual;S
1777;F;D;21;Secundaria;Incompleta;San José;Acción Ciudadana;Pansexual;S
1778;F;C;28;Educación;Técnica;Alajuela;Acción Ciudadana;Transexual;N
1779;F;D;33;Educación;Técnica;Guanacaste;Acción Ciudadana;Bisexual;N
1780;F;S;33;Educación;Técnica;Puntarenas;Liberación Nacional;Antrosexual;S
1781;F;C;38;Primaria;Completa;Heredia;Accesibilidad sin Exclusión;Transexual;S
1782;M;V;48;Primaria;Incompleta;Guanacaste;Acción Ciudadana;Transexual;N
1783;F;V;61;Secundaria;Incompleta;Puntarenas;Renovación Costarricense;Metrosexual;N
1784;F;V;37;No;Aplica;Cartago;Unidad Social Cristiana;Pansexual;S
1785;F;S;43;Universitaria;Completa;San José;Unidad Social Cristiana;Bisexual;N
1786;F;V;42;Universitaria;Incompleta;Limón;Acción Ciudadana;Bisexual;N
1787;F;U;33;Secundaria;Incompleta;Limón;Accesibilidad sin Exclusión;Pansexual;S
1788;M;V;59;Universitaria;Incompleta;Cartago;Partido Integración Nacional;Demisexual;S
1789;F;C;18;No;Aplica;Heredia;Liberación Nacional;Asexual;N
1790;F;S;37;Universitaria;Completa;San José;Unidad Social Cristiana;Hetrosexual;N
1791;M;V;38;Primaria;Incompleta;Limón;Movimiento Libertario;Homosexual;S
1792;M;V;52;Primaria;Incompleta;Limón;Acción Ciudadana;Hetrosexual;S
1793;M;S;43;Primaria;Completa;Limón;Accesibilidad sin Exclusión;Homosexual;N
1794;F;D;47;Educación;Técnica;Heredia;Republicano Social Cristiano;Metrosexual;N
1795;F;C;36;No;Aplica;Puntarenas;Republicano Social Cristiano;Bisexual;N
1796;F;U;63;Secundaria;Incompleta;Limón;Liberación Nacional;Antrosexual;S
1797;M;C;42;No;Aplica;Alajuela;Republicano Social Cristiano;Transexual;S
1798;M;S;28;Secundaria;Incompleta;San José;Liberación Nacional;Hetrosexual;S
1799;M;U;26;Primaria;Completa;Limón;Liberación Nacional;Hetrosexual;N
1800;F;S;59;Primaria;Completa;San José;Unidad Social Cristiana;Antrosexual;S
1801;F;C;53;Primaria;Incompleta;Limón;Accesibilidad sin Exclusión;Pansexual;S
1802;F;S;54;Universitaria;Completa;Guanacaste;Unidad Social Cristiana;Asexual;N
1803;F;C;52;Educación;Técnica;Limón;Frente Amplio;Homosexual;N
1804;F;D;55;Secundaria;Incompleta;San José;Unidad Social Cristiana;Graysexual;N
1805;F;C;36;Primaria;Completa;Puntarenas;Partido Integración Nacional;Pansexual;N
1806;F;C;37;Secundaria;Completa;Alajuela;Partido Integración Nacional;Metrosexual;S
1807;F;D;54;Secundaria;Incompleta;San José;Republicano Social Cristiano;Transexual;N
1808;F;U;39;Primaria;Completa;Cartago;Acción Ciudadana;Antrosexual;N
1809;M;U;58;Secundaria;Incompleta;Cartago;Unidad Social Cristiana;Homosexual;N
1810;M;C;55;No;Aplica;Limón;Renovación Costarricense;Demisexual;S
1811;F;D;43;Secundaria;Completa;Alajuela;Liberación Nacional;Bisexual;N
1812;M;U;47;Universitaria;Incompleta;Puntarenas;Unidad Social Cristiana;Bisexual;S
1813;M;U;30;No;Aplica;Limón;Liberación Nacional;Graysexual;N
1814;F;S;62;No;Aplica;Cartago;Frente Amplio;Bisexual;N
1815;F;C;52;Secundaria;Completa;Guanacaste;Renovación Costarricense;Transexual;S
1816;F;V;30;No;Aplica;Guanacaste;Liberación Nacional;Pansexual;S
1817;F;D;22;Educación;Técnica;Guanacaste;Movimiento Libertario;Pansexual;S
1818;M;S;57;Primaria;Completa;Cartago;Renovación Costarricense;Metrosexual;S
1819;F;C;39;Secundaria;Completa;Puntarenas;Republicano Social Cristiano;Transexual;N
1820;F;U;45;Educación;Técnica;Cartago;Unidad Social Cristiana;Hetrosexual;N
1821;F;D;31;Secundaria;Completa;Guanacaste;Partido Integración Nacional;Demisexual;N
1822;F;V;55;Secundaria;Completa;Alajuela;Unidad Social Cristiana;Asexual;S
1823;M;V;50;No;Aplica;Cartago;Movimiento Libertario;Pansexual;S
1824;M;V;24;No;Aplica;Puntarenas;Liberación Nacional;Asexual;N
1825;M;S;53;Universitaria;Incompleta;Puntarenas;Renovación Costarricense;Graysexual;N
1826;F;S;21;Universitaria;Completa;Puntarenas;Liberación Nacional;Graysexual;S
1827;M;U;18;Universitaria;Incompleta;Alajuela;Republicano Social Cristiano;Demisexual;N
1828;F;D;33;Secundaria;Completa;Cartago;Republicano Social Cristiano;Asexual;S
1829;M;U;52;Primaria;Incompleta;Limón;Renovación Costarricense;Homosexual;S
1830;F;C;42;Secundaria;Incompleta;Guanacaste;Accesibilidad sin Exclusión;Transexual;S
1831;M;C;51;No;Aplica;San José;Frente Amplio;Metrosexual;N
1832;M;U;24;No;Aplica;Alajuela;Unidad Social Cristiana;Bisexual;N
1833;M;D;61;Secundaria;Incompleta;San José;Liberación Nacional;Demisexual;S
1834;F;U;50;Universitaria;Completa;Guanacaste;Frente Amplio;Pansexual;S
1835;F;S;45;Primaria;Incompleta;Puntarenas;Frente Amplio;Asexual;N
1836;M;U;35;No;Aplica;Limón;Frente Amplio;Antrosexual;S
1837;F;C;37;Universitaria;Incompleta;Heredia;Movimiento Libertario;Graysexual;N
1838;F;S;59;Secundaria;Completa;Heredia;Partido Integración Nacional;Demisexual;N
1839;F;V;20;Secundaria;Completa;Limón;Liberación Nacional;Transexual;S
1840;F;V;61;Primaria;Incompleta;Limón;Unidad Social Cristiana;Hetrosexual;N
1841;F;U;26;Universitaria;Incompleta;Alajuela;Acción Ciudadana;Antrosexual;S
1842;M;V;40;Universitaria;Incompleta;Alajuela;Liberación Nacional;Homosexual;S
1843;M;C;36;Secundaria;Incompleta;Guanacaste;Partido Integración Nacional;Homosexual;N
1844;F;C;53;Primaria;Incompleta;Guanacaste;Liberación Nacional;Metrosexual;S
1845;F;D;34;No;Aplica;Cartago;Frente Amplio;Pansexual;N
1846;F;D;60;Universitaria;Completa;Limón;Partido Integración Nacional;Antrosexual;N
1847;M;D;27;Universitaria;Completa;Limón;Partido Integración Nacional;Pansexual;S
1848;M;U;36;Universitaria;Incompleta;Alajuela;Accesibilidad sin Exclusión;Graysexual;S
1849;F;U;52;Universitaria;Incompleta;Puntarenas;Partido Integración Nacional;Metrosexual;S
1850;F;D;41;Secundaria;Completa;Guanacaste;Frente Amplio;Graysexual;N
1851;F;U;57;No;Aplica;Alajuela;Accesibilidad sin Exclusión;Antrosexual;N
1852;M;S;53;Primaria;Incompleta;Limón;Accesibilidad sin Exclusión;Bisexual;N
1853;F;U;30;Educación;Técnica;Limón;Liberación Nacional;Homosexual;S
1854;F;C;58;Educación;Técnica;Guanacaste;Partido Integración Nacional;Bisexual;S
1855;M;S;38;Universitaria;Completa;Cartago;Unidad Social Cristiana;Hetrosexual;S
1856;F;V;33;Educación;Técnica;Heredia;Unidad Social Cristiana;Antrosexual;S
1857;F;D;56;Educación;Técnica;Cartago;Partido Integración Nacional;Transexual;S
1858;M;C;59;Primaria;Completa;Limón;Unidad Social Cristiana;Demisexual;N
1859;M;V;51;Universitaria;Incompleta;Puntarenas;Unidad Social Cristiana;Demisexual;S
1860;M;C;60;Primaria;Incompleta;San José;Frente Amplio;Pansexual;N
1861;F;S;20;Primaria;Incompleta;Heredia;Acción Ciudadana;Hetrosexual;S
1862;M;S;37;No;Aplica;Guanacaste;Unidad Social Cristiana;Pansexual;N
1863;F;C;22;Educación;Técnica;San José;Accesibilidad sin Exclusión;Antrosexual;S
1864;M;S;58;Primaria;Completa;Limón;Republicano Social Cristiano;Metrosexual;N
1865;M;C;44;Universitaria;Completa;Puntarenas;Republicano Social Cristiano;Transexual;S
1866;M;D;51;No;Aplica;Heredia;Accesibilidad sin Exclusión;Homosexual;S
1867;F;C;37;Secundaria;Incompleta;Limón;Republicano Social Cristiano;Transexual;S
1868;M;V;37;Educación;Técnica;Cartago;Acción Ciudadana;Homosexual;N
1869;M;D;41;Secundaria;Incompleta;Heredia;Republicano Social Cristiano;Demisexual;S
1870;M;D;52;Universitaria;Incompleta;Alajuela;Liberación Nacional;Pansexual;S
1871;M;S;53;Primaria;Incompleta;Cartago;Partido Integración Nacional;Graysexual;S
1872;M;D;40;Secundaria;Completa;Limón;Unidad Social Cristiana;Bisexual;S
1873;F;C;29;Secundaria;Incompleta;Heredia;Frente Amplio;Antrosexual;N
1874;M;U;42;No;Aplica;San José;Acción Ciudadana;Demisexual;N
1875;F;V;25;Primaria;Incompleta;Heredia;Acción Ciudadana;Hetrosexual;S
1876;F;S;33;Primaria;Completa;Limón;Acción Ciudadana;Pansexual;N
1877;M;S;50;Secundaria;Completa;Puntarenas;Accesibilidad sin Exclusión;Homosexual;S
1878;F;S;36;Secundaria;Incompleta;Limón;Republicano Social Cristiano;Antrosexual;N
1879;M;S;43;Secundaria;Incompleta;Puntarenas;Acción Ciudadana;Pansexual;S
1880;F;V;24;Universitaria;Completa;Limón;Frente Amplio;Homosexual;S
1881;M;C;63;Primaria;Completa;Puntarenas;Liberación Nacional;Demisexual;S
1882;F;S;37;No;Aplica;Limón;Renovación Costarricense;Graysexual;N
1883;F;C;60;Primaria;Completa;Guanacaste;Frente Amplio;Antrosexual;S
1884;M;U;62;Primaria;Incompleta;Cartago;Liberación Nacional;Antrosexual;N
1885;M;C;52;Educación;Técnica;Cartago;Partido Integración Nacional;Demisexual;N
1886;F;U;43;Secundaria;Completa;Puntarenas;Unidad Social Cristiana;Hetrosexual;N
1887;F;U;58;Secundaria;Completa;Guanacaste;Partido Integración Nacional;Graysexual;N
1888;M;U;20;Educación;Técnica;Cartago;Partido Integración Nacional;Homosexual;S
1889;M;V;31;Primaria;Completa;Puntarenas;Movimiento Libertario;Graysexual;N
1890;F;V;54;No;Aplica;Guanacaste;Renovación Costarricense;Graysexual;N
1891;M;U;34;Secundaria;Incompleta;San José;Liberación Nacional;Homosexual;S
1892;F;D;64;Secundaria;Incompleta;Cartago;Frente Amplio;Hetrosexual;S
1893;F;U;25;Primaria;Incompleta;Cartago;Frente Amplio;Transexual;S
1894;M;S;38;Primaria;Completa;Limón;Renovación Costarricense;Metrosexual;N
1895;M;V;32;Primaria;Completa;Heredia;Partido Integración Nacional;Bisexual;N
1896;M;V;22;Educación;Técnica;Cartago;Acción Ciudadana;Hetrosexual;N
1897;M;U;45;Secundaria;Incompleta;Puntarenas;Acción Ciudadana;Hetrosexual;S
1898;F;C;58;Primaria;Incompleta;Heredia;Movimiento Libertario;Graysexual;S
1899;M;S;28;No;Aplica;Alajuela;Acción Ciudadana;Transexual;N
1900;M;U;45;Primaria;Incompleta;Heredia;Republicano Social Cristiano;Hetrosexual;N
1901;F;V;30;Universitaria;Completa;Limón;Accesibilidad sin Exclusión;Graysexual;S
1902;F;S;46;Primaria;Incompleta;Guanacaste;Acción Ciudadana;Hetrosexual;N
1903;M;C;60;Primaria;Completa;Guanacaste;Accesibilidad sin Exclusión;Transexual;N
1904;F;D;59;Primaria;Incompleta;Puntarenas;Frente Amplio;Demisexual;S
1905;M;U;43;Primaria;Incompleta;Cartago;Frente Amplio;Asexual;N
1906;M;D;58;Educación;Técnica;Puntarenas;Unidad Social Cristiana;Metrosexual;S
1907;F;C;63;Educación;Técnica;San José;Liberación Nacional;Demisexual;S
1908;M;S;29;Secundaria;Incompleta;Guanacaste;Unidad Social Cristiana;Bisexual;N
1909;F;C;45;Universitaria;Incompleta;Cartago;Renovación Costarricense;Demisexual;S
1910;M;U;57;Secundaria;Completa;San José;Acción Ciudadana;Transexual;N
1911;M;C;24;Primaria;Incompleta;Heredia;Accesibilidad sin Exclusión;Homosexual;S
1912;M;U;55;Educación;Técnica;Limón;Unidad Social Cristiana;Asexual;S
1913;M;D;55;Educación;Técnica;Cartago;Unidad Social Cristiana;Hetrosexual;N
1914;F;D;51;Universitaria;Completa;Limón;Partido Integración Nacional;Graysexual;N
1915;F;U;61;Universitaria;Completa;Limón;Renovación Costarricense;Asexual;N
1916;M;S;59;No;Aplica;Guanacaste;Accesibilidad sin Exclusión;Bisexual;S
1917;F;U;35;Primaria;Incompleta;Cartago;Partido Integración Nacional;Transexual;S
1918;F;S;55;Primaria;Completa;San José;Unidad Social Cristiana;Pansexual;S
1919;M;V;18;Secundaria;Completa;Limón;Movimiento Libertario;Metrosexual;S
1920;M;D;37;Universitaria;Completa;Alajuela;Accesibilidad sin Exclusión;Hetrosexual;S
1921;F;C;25;Educación;Técnica;Alajuela;Liberación Nacional;Homosexual;N
1922;F;C;34;Secundaria;Completa;San José;Unidad Social Cristiana;Bisexual;N
1923;M;D;63;Educación;Técnica;San José;Frente Amplio;Graysexual;S
1924;M;D;21;Primaria;Completa;San José;Movimiento Libertario;Asexual;S
1925;F;V;58;Primaria;Completa;Cartago;Unidad Social Cristiana;Antrosexual;S
1926;M;D;27;Educación;Técnica;Heredia;Liberación Nacional;Pansexual;S
1927;M;D;48;Primaria;Incompleta;Alajuela;Accesibilidad sin Exclusión;Homosexual;S
1928;F;D;35;Primaria;Completa;San José;Unidad Social Cristiana;Antrosexual;N
1929;F;C;18;Primaria;Completa;Guanacaste;Republicano Social Cristiano;Transexual;N
1930;M;V;61;Primaria;Incompleta;Guanacaste;Frente Amplio;Antrosexual;S
1931;F;S;30;Universitaria;Incompleta;Cartago;Liberación Nacional;Demisexual;N
1932;M;U;34;No;Aplica;Puntarenas;Accesibilidad sin Exclusión;Demisexual;N
1933;M;V;44;No;Aplica;Alajuela;Acción Ciudadana;Pansexual;N
1934;F;U;59;Secundaria;Incompleta;Puntarenas;Movimiento Libertario;Hetrosexual;S
1935;F;V;37;No;Aplica;Limón;Accesibilidad sin Exclusión;Asexual;S
1936;M;U;50;Educación;Técnica;Guanacaste;Accesibilidad sin Exclusión;Demisexual;S
1937;M;U;37;Universitaria;Incompleta;Guanacaste;Accesibilidad sin Exclusión;Antrosexual;S
1938;F;V;20;Primaria;Incompleta;San José;Frente Amplio;Graysexual;N
1939;M;D;29;Universitaria;Completa;Cartago;Republicano Social Cristiano;Hetrosexual;S
1940;F;S;50;Secundaria;Completa;Guanacaste;Republicano Social Cristiano;Demisexual;N
1941;M;D;24;Secundaria;Completa;Heredia;Acción Ciudadana;Transexual;N
1942;F;V;18;Universitaria;Incompleta;Cartago;Movimiento Libertario;Asexual;N
1943;M;U;47;No;Aplica;Puntarenas;Acción Ciudadana;Homosexual;S
1944;M;S;41;Primaria;Completa;Heredia;Movimiento Libertario;Demisexual;S
1945;F;V;34;Universitaria;Completa;Heredia;Partido Integración Nacional;Asexual;N
1946;M;D;39;Universitaria;Completa;San José;Unidad Social Cristiana;Antrosexual;S
1947;M;V;62;Universitaria;Incompleta;Guanacaste;Frente Amplio;Antrosexual;S
1948;F;U;43;Universitaria;Incompleta;Puntarenas;Frente Amplio;Antrosexual;N
1949;F;C;30;Secundaria;Completa;San José;Frente Amplio;Asexual;N
1950;F;V;58;Primaria;Incompleta;Puntarenas;Liberación Nacional;Transexual;N
1951;F;U;51;Universitaria;Incompleta;Limón;Unidad Social Cristiana;Homosexual;N
1952;F;S;52;Primaria;Incompleta;Cartago;Acción Ciudadana;Transexual;S
1953;M;S;27;Universitaria;Incompleta;Puntarenas;Liberación Nacional;Graysexual;S
1954;M;S;34;Secundaria;Completa;San José;Unidad Social Cristiana;Pansexual;S
